,Density,PoreAvgVolume,henry_coeff
22060N2.cif,0.571624,2814.39,1.43488e-05
20080N2.cif,0.598471,3746.08,1.22534e-05
22103N2.cif,0.683713,4759.79,0.0103443
20620N2.cif,0.727503,2719.08,0.00143474
16141N2.cif,0.428492,5957.25,0.000129626
21752N2.cif,1.70382,216.037,3.88267e-07
13150N2.cif,0.553389,3274.74,0.00104007
08013N2.cif,0.756007,1505.7,4.42333e-06
22106N2.cif,0.755579,956.847,3.55579e-06
20450N2.cif,0.544172,4778.0,4.20203e-06
21660N2.cif,1.07598,608.437,3.71794e-05
20121N3.cif,0.939067,2762.14,9.0486e-06
21572N3.cif,0.203556,17785.1,5.73873e-06
20541N2.cif,0.921233,1078.5,7.30712e-06
21394N2.cif,0.412259,9152.05,0.00321708
16440N2.cif,0.470824,5484.73,9.40822e-06
19370N2.cif,0.736052,2031.13,1.01989e-05
21450N2.cif,0.365262,9061.92,3.529e-05
21021N2.cif,0.647199,1347.75,1.46349e-05
20563N3.cif,0.782241,2088.49,1.60943e-05
16080N2.cif,0.491903,9495.4,8.25564e-06
18031N2.cif,0.601986,7396.14,8.27754e-06
15211N2.cif,0.348673,13857.5,6.17154e-06
20030N2.cif,0.760825,4189.23,4.43946e-05
20361N2.cif,0.571047,3133.08,4.81687e-05
16170N2.cif,0.541368,5734.91,2.69908e-06
22430N2.cif,0.467202,2677.25,3.60466e-05
18131N3.cif,1.11958,392.507,1.52723e-05
20181N2.cif,0.583157,3037.05,8.69559e-06
2016aN2.cif,0.51835,5383.34,7.40736e-05
12040N2.cif,0.643516,3051.28,4.95113e-06
21030N2.cif,0.613133,3671.16,3.90831e-06
21730N3.cif,0.639428,12753.7,8.06279e-06
22010N2.cif,0.623601,3151.07,0.00335978
13073N2.cif,0.711626,3010.77,0.00026371
19020N3.cif,0.322836,11838.0,1.89743e-05
21071N2.cif,0.891872,1285.75,8.29841e-05
22142N2.cif,0.524984,5704.61,8.54212e-05
19190N2.cif,0.734271,4643.18,1.03296e-05
19511N2.cif,0.500061,3520.2,0.00247355
20630N2.cif,0.500233,8425.35,3.49532e-06
19150N2.cif,1.38933,133.265,3.55938e-05
23000N2.cif,1.03331,1170.35,1.26827e-05
21760N3.cif,0.335735,9233.55,9.33468e-06
22104N2.cif,0.475596,7679.84,5.29419e-06
22021N2.cif,0.941848,1706.12,0.000359779
19310N2.cif,0.537824,5981.17,3.71131e-06
22231N2.cif,0.475683,12311.5,4.65953e-06
16211N2.cif,0.77486,2910.16,0.000143599
19050N2.cif,0.381925,7757.3,2.98569e-06
18080N2.cif,0.461651,8902.44,8.28116e-05
2245dN2.cif,0.424159,13088.0,3.57211e-06
19362N2.cif,0.354099,9488.32,3.8007e-06
20551N2.cif,1.16737,875.533,2.18539e-06
21400N2.cif,0.4267,6096.33,3.60278e-06
21251N2.cif,0.523442,3299.83,0.00415652
18032N2.cif,0.671482,5276.85,1.11659e-05
20031N2.cif,0.798037,3961.52,2.88205e-05
16061N2.cif,0.117976,62360.4,8.22838e-06
16150N2.cif,0.494727,4001.9,0.00790995
16057N2.cif,0.612741,7662.95,1.62215e-05
22172N2.cif,0.41402,5969.15,5.11766e-06
18030N2.cif,0.748783,1527.94,1.05609e-05
19200N2.cif,0.585175,2248.47,1.23139e-05
20000N2.cif,0.49309,7642.81,6.37744e-06
16040N2.cif,0.836176,757.367,1.01345e-05
19455N2.cif,0.240895,20622.4,0.000152224
21180N2.cif,0.582221,3813.16,1.38752e-05
15070N2.cif,0.439066,5742.41,3.79207e-05
17061N2.cif,0.876767,1775.1,9.23835e-06
17190N2.cif,0.530338,2414.6,3.28212e-06
20341N2.cif,0.54873,3300.62,0.000198618
20321N2.cif,0.467003,5398.62,0.00032552
21740N2.cif,0.492467,5665.48,5.31917e-06
20152N2.cif,0.591504,5103.49,2.75359e-06
16490N2.cif,0.81882,1661.16,4.41908e-05
16330N2.cif,0.468681,3567.58,4.28851e-06
16200N2.cif,0.878893,1892.83,0.00398304
13140N2.cif,1.13218,362.028,2.71897e-06
20701N2.cif,0.656329,2905.88,3.75641e-06
21411N2.cif,0.402517,15421.7,6.15365e-05
19412N2.cif,0.488852,14131.8,3.56038e-06
19282N2.cif,0.542251,10678.1,9.07683e-05
19361N2.cif,0.375704,7814.26,3.93758e-06
15242N2.cif,0.788188,1728.09,1.02687e-05
21821N2.cif,0.738348,2857.15,0.00215778
20680N2.cif,0.470112,5641.39,0.000328149
20140N2.cif,0.819057,1886.43,5.08377e-06
20320N2.cif,0.342964,8925.91,4.2502e-06
20411N2.cif,0.685648,3193.66,4.57704e-06
20471N2.cif,0.430945,5949.4,3.27322e-05
16160N2.cif,0.740679,2412.65,0.00490587
17230N2.cif,0.755695,1739.18,7.25784e-06
21790N3.cif,0.132546,122682.0,7.38429e-06
20202N2.cif,0.394082,6882.1,6.34041e-05
16340N2.cif,0.76704,3033.7,3.83353e-05
17151N2.cif,0.524462,5129.44,1.32415e-05
13020N2.cif,0.274002,9896.79,6.08234e-06
21770N2.cif,0.500169,3496.39,0.00930501
2245lN2.cif,0.550397,2285.93,3.4509e-06
18122N3.cif,0.93972,1785.5,4.37616e-06
21391N2.cif,0.358246,9847.16,0.000867906
20091N2.cif,0.684052,3366.07,9.13251e-06
19521N2.cif,0.516154,6161.55,7.4446e-06
07010N3.cif,0.421687,14701.5,5.03412e-06
21052N2.cif,0.406102,15074.4,4.1109e-05
17155N2.cif,0.519441,6280.68,9.52072e-06
19451N2.cif,0.35895,13661.2,8.64491e-06
22273N2.cif,0.68264,3796.99,2.15989e-05
21710N2.cif,1.03132,1150.29,0.00111832
20165N2.cif,0.438053,5956.72,3.20377e-05
20168N2.cif,0.639122,4704.72,3.91866e-06
19291N2.cif,0.710445,2656.72,5.0738e-06
16031N2.cif,0.458838,6292.33,7.67274e-06
21410N2.cif,0.468966,11724.2,0.000110074
20640N2.cif,0.543702,6623.86,3.67391e-06
21352N2.cif,0.269163,15472.0,5.07496e-06
22470N2.cif,0.690385,2590.8,0.00590554
20544N2.cif,0.796551,2333.18,2.82687e-06
22551N2.cif,1.05376,1768.07,1.90317e-06
22140N2.cif,0.613174,9192.86,0.000149517
22061N2.cif,0.545162,2991.61,2.02361e-05
22150N2.cif,0.751206,1991.72,0.000383597
18101N2.cif,0.451638,4686.73,0.00213872
20443N3.cif,0.569717,3968.19,0.146183
15072N2.cif,0.612782,2942.79,1.29136e-05
22272N2.cif,0.928601,1658.67,2.03536e-05
15161N2.cif,0.513495,3163.45,8.48853e-06
16351N2.cif,0.6143,5141.69,1.69962e-05
09000N3.cif,0.501059,4418.15,6.98864e-06
2245gN2.cif,0.762584,2086.79,9.38816e-06
22390N2.cif,0.451148,6774.01,9.90259e-05
21661N2.cif,0.740413,1699.95,1.34412e-05
13078N2.cif,0.923775,1433.26,0.00182944
19510N2.cif,0.34838,8989.0,0.0034354
19560N2.cif,0.474077,5934.92,8.35162e-06
17170N2.cif,0.74875,1005.29,5.19705e-06
16052N2.cif,0.587633,8779.37,1.4872e-05
22110N2.cif,0.661088,9621.37,1.57126e-05
22490N2.cif,0.501314,20409.6,3.89495e-06
16201N2.cif,0.914655,1458.51,0.00196035
16174N2.cif,0.371696,16638.7,3.19343e-06
19550N2.cif,0.57372,3119.8,2.83968e-06
19470N2.cif,0.499289,18871.7,1.60893e-05
19466N2.cif,0.510766,4949.23,0.000100139
20611N2.cif,0.405037,6389.23,4.71706e-06
22160N2.cif,0.541362,2376.31,3.41863e-05
22270N2.cif,0.67061,4724.96,2.47309e-05
20113N3.cif,0.111027,49731.3,1.05938e-05
19010N2.cif,0.739465,4229.55,3.66397e-06
19541N2.cif,0.519823,8736.05,1.48794e-05
21393N2.cif,0.37232,9884.55,0.00100317
21712N2.cif,1.03676,1160.88,2.6933e-05
11010N2.cif,0.935537,6930.66,2.34668e-05
20090N2.cif,0.631722,3485.99,3.45221e-06
16310N2.cif,0.841435,1462.59,6.06354e-06
22141N2.cif,0.643211,2542.19,0.000105202
22321N2.cif,0.819855,1909.5,3.8131e-06
15240N2.cif,0.489931,5393.28,1.28485e-05
11020N2.cif,0.61879,1576.35,3.15836e-06
17020N2.cif,0.595335,3038.44,0.000425638
21311N3.cif,0.41827,11411.9,3.1854e-06
12022N2.cif,0.521619,4955.29,3.64201e-06
11002N2.cif,0.427085,8233.83,0.0218676
22370N2.cif,1.00952,457.434,7.75487e-06
16056N2.cif,0.569843,4190.65,6.8951e-06
20290N2.cif,0.831244,1135.88,6.34787e-06
21000N2.cif,0.517939,6600.35,1.70812e-06
19130N2.cif,0.575613,6656.33,4.66909e-05
19070N2.cif,0.455449,6058.16,4.84174e-05
17160N3.cif,0.166713,19656.6,6.64598e-06
20040N2.cif,0.464398,6711.51,7.95675e-05
22130N2.cif,0.286471,32215.8,9.20138e-06
16172N2.cif,0.41144,10853.0,2.76979e-06
13110N2.cif,0.740952,3881.47,0.00696105
13077N2.cif,0.878242,1398.13,0.00229063
19531N2.cif,0.350349,8438.59,3.69463e-06
22070N2.cif,0.873768,2087.95,0.00111381
14000N2.cif,0.794481,570.178,4.01371e-06
07002N2.cif,0.703127,1689.73,4.84446e-06
221013N2.cif,0.521738,7293.09,2.81746e-06
22144N2.cif,0.575513,4999.12,8.3818e-05
16400N2.cif,0.478511,9083.04,4.79639e-06
22531N2.cif,0.416328,11131.2,0.000173997
13121N2.cif,0.52667,6048.22,2.84961e-06
21751N2.cif,1.71834,195.798,3.36577e-07
22131N2.cif,0.266294,40751.8,8.28137e-06
22458N2.cif,0.499482,8454.02,3.2852e-06
22200N2.cif,0.653714,3076.14,0.0036296
20653N2.cif,1.004,1617.12,5.18444e-05
10020N2.cif,0.635868,1712.51,3.76606e-06
18151N2.cif,0.755579,2619.38,0.00275054
22241N3.cif,0.261304,12754.4,6.08856e-06
15081N2.cif,0.586624,6211.32,7.41671e-06
15110N2.cif,0.489624,4944.42,3.00283e-06
20390N2.cif,0.515094,11400.7,4.3653e-06
16001N2.cif,0.393682,9862.31,6.02497e-06
20671N2.cif,0.650434,3676.41,2.90714e-06
17162N3.cif,0.154825,19911.8,9.8719e-06
15020N2.cif,0.425609,11407.3,2.73552e-05
21270N3.cif,1.05224,509.151,4.77529e-06
13075N2.cif,0.843315,1500.57,0.00018945
19570N2.cif,0.579918,4816.73,2.81109e-06
08020N2.cif,1.00239,431.058,2.44517e-06
19210N2.cif,0.404815,6895.53,1.10089e-05
20210N2.cif,0.486203,2847.85,4.79316e-06
22322N2.cif,0.632365,5243.56,6.45443e-06
15071N2.cif,0.453,5513.6,7.54658e-06
15150N2.cif,0.544649,7301.24,5.91163e-06
13142N2.cif,1.0118,804.709,1.759e-06
19051N2.cif,0.3959,7771.31,1.28582e-05
21032N2.cif,0.565472,4241.36,3.76276e-06
15250N2.cif,0.422491,4145.65,4.69711e-06
17000N2.cif,0.660181,8187.51,7.72688e-05
13010N2.cif,0.579132,5470.33,1.83916e-06
20167N2.cif,0.569353,5215.32,2.48228e-06
15111N2.cif,0.493916,7277.63,1.74003e-06
13200N2.cif,0.302032,7665.72,4.29212e-06
19542N2.cif,0.652315,6452.41,2.49303e-05
22420N2.cif,0.802723,2672.18,0.000146365
17153N2.cif,0.504396,5539.64,7.93991e-05
19142N2.cif,0.667606,3893.96,2.71658e-05
18061N2.cif,0.711981,2500.27,0.0709063
18070N2.cif,0.725586,4426.2,2.79021e-06
13130N2.cif,0.378002,13148.2,1.68958e-05
22350N2.cif,0.381874,18990.4,1.28417e-05
