,cof,o2_298K_1bar,o2_298K_5bar,o2_298K_10bar,o2_298K_20bar,o2_298K_30bar,o2_298K_50bar,o2_298K_80bar,o2_298K_100bar,o2_298K_140bar,o2_298K_200bar,Density,PoreAvgVolume,henry_coeff
30,15140N2.cif,0.3619017129714,1.7623364969196,3.2654633526956,5.9526016379368,8.3143697747054,12.152750725895,16.681269247885,19.15138611756,23.080273646007,27.674055583702,0.376743,6463.22,3.66208e-06
31,21181N2.cif,0.2714122442056,1.3284544877294,2.5564629969608,4.5228534992836,6.5730124890729,9.8158612241338,13.745066387117,15.694456986455,19.229381640901,22.912410622558,0.433991,4484.74,2.7855e-06
32,16120N2.cif,0.21961753556522,1.0135690311631,1.9486878720834,3.5768615700544,4.8903550206163,6.9108676184452,8.8779660732911,9.8823689013591,11.302221578454,12.659415732898,0.76133,1476.78,2.20624e-06
33,21700N2.cif,0.4297676796088,2.0705455191915,4.1370327802839,8.179335809871,11.905984188955,18.700916592125,27.232005165636,32.180263355985,40.262608650374,49.175247608636,0.240293,31386.2,4.34177e-06
34,18112N2.cif,0.28428701399328,1.3654203308079,2.4587458092353,4.4074155412121,6.0341022937306,8.4790479600938,11.086867879036,12.447118244825,14.53753457705,16.561372343874,0.624446,5171.38,2.90424e-06
35,15180N2.cif,0.21391308260502,1.0085132738443,1.8390068430808,3.4576598334684,4.8171553192741,7.0907471603734,9.5913562681582,11.001264695147,13.245117671889,15.736455251374,0.611442,5568.53,2.11969e-06
36,21340N2.cif,0.31173425717633,1.5040193602894,2.8233564203225,5.4884078975333,7.7930912278284,11.9320106857,16.880162164622,19.571937801044,24.532533354102,30.207887965382,0.326735,9423.82,3.11368e-06
37,13180N3.cif,1.3473692978434,3.8213056249572,5.0044552046967,5.9453209097626,6.4183888393106,6.923220903746,7.3084433854132,7.5027659941994,7.7422286179385,8.0176944135021,1.03682,458.326,1.72061e-05
38,20051N2.cif,0.25308120632436,1.2382787019272,2.2881203445248,4.3318709911949,6.1274485205743,9.0912770883758,12.621102008954,14.586532978459,17.791878679591,21.434449816318,0.462854,11882.7,2.58574e-06
39,16230N2.cif,0.26530183379879,1.2222126151346,2.2952097826301,4.0398601067493,5.318230521221,7.0826162655563,8.6066755217757,9.2848051283339,10.221674419041,11.133764249129,0.844996,917.355,2.64897e-06
40,22532N2.cif,0.1859556297424,0.8812366181696,1.6504349407857,2.9692324043329,4.2676811300351,6.2126975459808,8.3655527869665,9.5140712792608,11.352671926557,13.495026440134,0.570138,8774.67,1.83699e-06
41,19353N2.cif,0.29202601625447,1.391087333747,2.4715856610367,4.4183430834746,6.0019645940033,8.3913811168923,10.751423464861,11.878122552845,13.507510722961,15.191947047765,0.660811,3233.09,2.97204e-06
42,15171N2.cif,0.2814492238415,1.3218439015341,2.4102212244662,4.0465454868224,5.2364099126977,6.7801871492393,8.1637230232941,8.7852759933155,9.6870994752176,10.640215063057,0.715945,1724.32,2.97616e-06
43,22230N2.cif,0.2700307129374,1.2542972293537,2.4282780216763,4.4797063723972,6.276681973145,9.2110201612754,12.70145451419,14.587948684032,17.686612018448,21.273901904076,0.458169,12915.0,2.74716e-06
44,15210N2.cif,0.30340049155187,1.3583236241836,2.571670112225,4.5564396458621,6.2398390670568,8.7265828583882,11.627913928395,13.01594025094,15.366487287311,17.775485038838,0.583729,3346.53,3.0923e-06
45,21830N2.cif,0.14234969174656,0.6641835035694,1.2930350128423,2.3586418857726,3.3471507297192,4.9267490647924,6.7313455159692,7.7276276747932,9.1208597500075,10.679098727868,0.757142,5300.0,1.425e-06
46,07012N3.cif,0.49212691619242,2.3812626319847,4.8151065761004,9.4586155816687,13.871987600268,22.176293386428,33.338343488827,39.631018267859,50.795901594684,63.690822586294,0.180984,78550.8,4.97318e-06
47,22480N2.cif,0.42837361198453,2.0705744391549,4.1504495664531,8.1408818423501,11.920527657826,18.703526513748,27.730368831735,32.670590178028,41.116052074575,50.428715728004,0.229357,35310.8,4.37198e-06
48,16121N2.cif,0.20969094952789,0.98550460981144,1.8603698484556,3.314563508903,4.416558232061,6.0768834219063,7.5758278263473,8.2581433033134,9.2691585483074,10.204971204362,0.888622,4876.81,2.18079e-06
49,17191N2.cif,0.29491752767417,1.4113731365556,2.7558193373479,5.0019450525429,6.9201538263482,9.7217303864119,12.619285151791,14.029052513277,16.09379930841,18.148513692516,0.592438,1843.32,3.04222e-06
50,15010N2.cif,0.31503946246201,1.4632450010636,2.6913719786468,4.7488234042535,6.5156089403777,9.4859402255318,12.652272415444,14.356294054375,17.019243176353,19.782152500187,0.514815,3932.23,3.18015e-06
51,22002N2.cif,0.27858998810718,1.2183497215954,2.2499596303776,3.8297315313544,4.9344528287985,6.4783353439802,7.8324294566093,8.4982724892556,9.3805836484319,10.22980756867,0.800222,9150.11,2.83853e-06
52,15100N2.cif,0.22898960184736,1.0966949207064,2.0987613542876,3.9782049813011,5.5961714277724,8.6108911894495,12.425241152797,14.612519644891,18.285564583567,22.459191030605,0.41487,8231.96,2.25231e-06
53,19520N2.cif,0.2428221385884,1.1926565280868,2.2798300789573,4.1594842582963,5.7796452055309,8.5756290558769,11.914677258795,13.712508411109,16.433890279083,19.696316464662,0.486953,6276.0,2.49163e-06
