,cof,o2_298K_1bar,o2_298K_5bar,o2_298K_10bar,o2_298K_20bar,o2_298K_30bar,o2_298K_50bar,o2_298K_80bar,o2_298K_100bar,o2_298K_140bar,o2_298K_200bar,Density,PoreAvgVolume,henry_coeff
54,16350N2.cif,0.25395947377953,1.2415226086386,2.3100005253005,4.286785370341,6.032238447787,8.8799332966736,12.222239000651,13.911616436242,16.853237985235,20.288029008384,0.509863,5806.25,2.59318e-06
55,19110N2.cif,0.25167885631058,1.2078538008731,2.2723427728871,4.3155019799191,6.1513360378079,9.19875415707,13.173619665945,15.190871758893,18.714534965677,22.889970212911,0.418042,6181.28,2.50957e-06
56,21711N2.cif,0.09591380667943,0.44715990807631,0.84315454890023,1.5418571624348,2.1365553124667,2.9829879723212,3.7645675080132,4.1222768352631,4.6657341587476,5.1755152856558,1.0986,1012.78,9.46228e-07
57,21081N2.cif,0.21883449095318,1.033768367704,1.9800473048637,3.637909901506,4.9412450947612,7.3454741670863,9.9619050377346,11.500046423259,14.005917628129,16.491180901716,0.572608,4210.79,2.26701e-06
58,13100N2.cif,0.3149175869532,1.5229209147659,2.8034109962368,5.2053484929415,7.2557536350499,10.461293526388,14.052358957589,15.907456210183,18.705755120688,21.793454882715,0.48227,6792.73,3.18626e-06
59,13076N2.cif,0.11612180048141,0.56431866585364,1.0802208678914,2.040133714702,2.8811974859646,4.2268877897694,5.7186852570184,6.4643383892593,7.5387674633266,8.6374780831477,0.973686,1422.3,1.18784e-06
60,2016bN2.cif,0.26897490999609,1.2997822884194,2.5073708503615,4.5300070640794,6.2834100416253,9.4586113510074,13.503912481318,15.583437850036,19.262518632804,23.528717309542,0.401406,6785.96,2.68433e-06
61,21820N2.cif,0.20565348698283,0.95296139415283,1.7813469962468,3.2199381808555,4.3981856245465,6.3042807963283,8.4697811767689,9.5642566356504,11.295222964865,13.112049034321,0.673666,2667.53,2.08718e-06
62,22552N2.cif,0.25723219367921,1.3253220450262,2.5664050021611,4.8054775823338,6.8342494776145,10.503746919693,15.194117550895,17.772736626709,22.081738253197,27.415296301095,0.34914,9927.21,2.6963e-06
63,20540N2.cif,0.32426347744704,1.421061787817,2.503898485592,4.0334449409625,5.0410002525525,6.309899016722,7.3764394358025,7.8636502389845,8.542566506848,9.155377708592,0.89044,1540.14,3.36083e-06
64,2245xN2.cif,0.51579226450941,1.081726340302,1.2504517960021,1.4012375154632,1.4702135651073,1.5196844998271,1.631770580466,1.6832789921686,1.760665846148,1.8242127650719,1.27998,317.767,8.66782e-06
65,16132N3.cif,0.5800481551813,2.808957240972,5.4783756675462,10.434124689853,15.718342929983,25.460985373461,38.674750517548,46.573086785495,60.685975810194,78.610653142639,0.133373,30298.1,5.66541e-06
